"Categoria","Palabra","web",
Elemento lítico,Mapiguaca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mapiguaca,
Elemento lítico,Maragoaçi guanacauri [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#maragoaçi guanacauri,
Elemento lítico,Matarau [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#matarau,
Elemento lítico,Mudla gardai [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mudla gardai,
Elemento lítico,Nina uinchos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#nina uinchos,
Elemento lítico,ormaychico [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ormaychico,
Elemento lítico,Pancha [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pancha,
Elemento lítico,Pancha guanacauri [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pancha guanacauri,
Elemento lítico,Pichus [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pichus,
Elemento lítico,piedra/piedras [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#piedra/piedras,
Elemento lítico,piedras [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#piedras,
Elemento lítico,Pilco guarda [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pilco guarda,
Elemento lítico,Piuni guaca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#piuni guaca,
Elemento lítico,Pomacamas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pomacamas,
Elemento lítico,Pu[z]co uilca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pu[z]co uilca,
Elemento lítico,Rimac [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rimac,
Elemento lítico,rumis [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#rumis,
Elemento lítico,Rutucayan [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rutucayan,
Elemento lítico,Sulcouilca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#sulcouilca,
Elemento lítico,Tichicasa [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tichicasa,
Elemento lítico,Tumayricapac [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tumayricapac,
Elemento lítico,Uilcos guanacauri [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uilcos guanacauri,
Elemento lítico,Urauilca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#urauilca,
Elemento lítico,Uscovilca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uscovilca,
Elemento lítico,Uscucalla [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uscucalla,
Elemento lítico,Utaran [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#utaran,
Elemento lítico,uzno/uznos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uzno/uznos,
Elemento lítico,Yamoc Zuya [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yamoc zuya,
Elemento lítico,Yanay guanca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yanay guanca,
Elemento lítico,Yanayacolca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yanayacolca,
Elemento lítico,Yaño [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yaño,
Elemento lítico,Yarobaha [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yarobaha,
Elemento lítico,Yllacsachucco [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllacsachucco,
Elemento lítico,Zunis [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#zunis,
Etnónimo,achus [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#achus,
Etnónimo,Anaguancas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anaguancas,
Etnónimo,Ananchancas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ananchancas,
Etnónimo,anansayas/anansayos/hanansayas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anansayas/anansayos/hanansayas,
Etnónimo,Andes' [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andes',
Etnónimo,angaraes/angaras [sic: angaraes] [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#angaraes/angaras [sic: angaraes],
Etnónimo,Antamarcas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#antamarcas,
Etnónimo,Antamarcas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#antamarcas,
Etnónimo,antas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#antas,
Etnónimo,Apcara' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#apcara',
Etnónimo,apcaraes [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#apcaraes,
Etnónimo,atauillos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#atauillos,
Etnónimo,Atunrucana [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#atunrucana,
Etnónimo,Atunrucanas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#atunrucanas,
Etnónimo,aymaraes [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#aymaraes,
Etnónimo,cañares [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cañares,
Etnónimo,Caribes [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#caribes,
Etnónimo,caroac [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caroac,
Etnónimo,caxamalcas / caxamarcas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxamalcas / caxamarcas,
Etnónimo,caxas' [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxas',
Etnónimo,Chachapoyas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chachapoyas,
Etnónimo,chancas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chancas,
Etnónimo,checas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#checas,
Etnónimo,chinchacochas/chinchaycochas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchacochas/chinchaycochas,
Etnónimo,chiscai [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chiscai,
Etnónimo,chuhayayas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuhayayas,
Etnónimo,Chupaichos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chupaichos,
Etnónimo,Chuquipuyuntus [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuquipuyuntus,
Etnónimo,Collaguas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collaguas,
Etnónimo,collanas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collanas,
Etnónimo,conchucos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchucos,
Etnónimo,cuzcos [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cuzcos,
Etnónimo,cuzcos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuzcos,
Etnónimo,guamanchucos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guamanchucos,
Etnónimo,guanocos pincos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guanocos pincos,
Etnónimo,guarocondos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guarocondos,
Etnónimo,guayllas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guayllas,
Etnónimo,hacaris [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hacaris,
Etnónimo,Huchucayllo [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#huchucayllo,
Etnónimo,huchucayllos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#huchucayllos,
Etnónimo,hurinchangas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinchangas,
Etnónimo,huringuaillas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#huringuaillas,
Etnónimo,huringuancas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#huringuancas,
Etnónimo,hurinsayas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hurinsayas,
Etnónimo,indias [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#indias,
Etnónimo,indio ladino [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#indio ladino,
Etnónimo,indio/indios [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#indio/indios,
Etnónimo,indio/indios [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#indio/indios,
Etnónimo,indios [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#indios,
Etnónimo,indios [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#indios,
Etnónimo,indios ordinarios [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#indios ordinarios,
Etnónimo,indios principales [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#indios principales,
Etnónimo,indios tributarios [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#indios tributarios,
Etnónimo,indios viejos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#indios viejos,
Etnónimo,Inga/Ingas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#inga/ingas,
Etnónimo,lengua/lenguas'' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#lengua/lenguas'',
Etnónimo,lunaguanas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#lunaguanas,
Etnónimo,malas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#malas,
Etnónimo,mayos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mayos,
Etnónimo,munchas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#munchas,
Etnónimo,omapachas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#omapachas,
Etnónimo,omasayos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#omasayos,
Etnónimo,paltas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#paltas,
Etnónimo,papache [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#papache,
Etnónimo,pariscas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pariscas,
Etnónimo,pastos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pastos,
Etnónimo,piscos hurinsayas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#piscos hurinsayas,
Etnónimo,pullacayra [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pullacayra,
Etnónimo,puruaes [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#puruaes,
Etnónimo,quechuas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quechuas,
Etnónimo,Quíchuas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#quíchuas,
Etnónimo,quitos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quitos,
Etnónimo,rucanas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rucanas,
Etnónimo,rucanas' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#rucanas',
Etnónimo,Rucanas Antamarcas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#rucanas antamarcas,
Etnónimo,soras [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#soras,
Etnónimo,Soras [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#soras,
Etnónimo,soras' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#soras',
Etnónimo,taramas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taramas,
Etnónimo,viracochas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#viracochas,
Etnónimo,yanacona/yanaconas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#yanacona/yanaconas,
Etnónimo,Yauyos [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#yauyos,
Etnónimo,ychmas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ychmas,
Fauna,amaro/amaros [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amaro/amaros,
Fauna,aves [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#aves,
Fauna,carache [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#carache,
Fauna,carnero/carneros [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#carnero/carneros,
Fauna,carneros [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#carneros,
Fauna,carneros [Cristóbal de Mena] ,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#fauna,
Fauna,carneros/carnerillos/corderos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#carneros/carnerillos/corderos,
Fauna,carneros/carnerillos/corderos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#carneros/carnerillos/corderos,
Fauna,carneros/carnerillos/corderos' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#carneros/carnerillos/corderos',
Fauna,coies/cuies [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#coies/cuies,
Fauna,condores [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#condores,
Fauna,cóndores [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#cóndores,
Fauna,conejos [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#conejos,
Fauna,corderos [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#corderos,
Fauna,corderos/corderos de la tierra [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#corderos/corderos de la tierra,
Fauna,cuies [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#cuies,
Fauna,cuies' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#cuies',
Fauna,cuyes [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuyes,
Fauna,ganado [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ganado,
Fauna,ganado [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ganado,
Fauna,ganado [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ganado,
Fauna,ganado' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ganado',
Fauna,ganado de la tierra [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#ganado de la tierra,
Fauna,ganado/ganados [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ganado/ganados,
Fauna,ganado/ganados [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#ganado/ganados,
Fauna,guacaes [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#guacaes,
Fauna,guachua [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#guachua,
Fauna,Guachuas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guachuas,
Fauna,guanacos [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guanacos,
Fauna,guanacos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#guanacos,
Fauna,guanacos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#guanacos,
Fauna,llamas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#llamas,
Fauna,machacuay [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#machacuay,
Fauna,magno [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#magno,
Fauna,oruisa' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#oruisa',
Fauna,Oruisa/Uruisa/Yruisa [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#oruisa/uruisa/yruisa,
Fauna,ouejas [Cristóbal de Mena] ,https://glosascroniquenses.github.io/Glosario/autores/cronista20/#fauna,
Fauna,oveja/ovejas [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#oveja/ovejas,
Fauna,ovejas [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#ovejas,
Fauna,Pacos [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#pacos,
Fauna,pacos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#pacos,
Fauna,pacos [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#pacos,
Fauna,pacos' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#pacos',
Fauna,pájaros [Pedro Sancho] ,https://glosascroniquenses.github.io/Glosario/autores/cronista25/#pájaros,
Fauna,pariguanas [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pariguanas,
Fauna,tarugas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#tarugas,
Fauna,tarugas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#tarugas,
Fauna,tunqui [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tunqui,
Fauna,vacas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vacas,
Fauna,vicuñas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#vicuñas,
Fauna,vicuñas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#vicuñas,
Fauna,vicuñas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#vicuñas,
Fauna,Viscachas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#viscachas,
Fauna,viscachas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#viscachas,
Fauna,vizcachas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#vizcachas,
Fenómeno atmosférico,acapana [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acapana,
Fenómeno atmosférico,auquilla [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#auquilla,
Fenómeno atmosférico,guayra [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#guayra,
Fenómeno atmosférico,guayra [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#guayra,
Fenómeno atmosférico,yllapa [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllapa,
Flora,acollico/acollicos [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acollico/acollicos,
Flora,adoratorios [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#adoratorios,
Flora,aguacates [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#aguacates,
Flora,aji [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#aji,
Flora,ají [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ají,
Flora,ají [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ají,
Flora,ancocho [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ancocho,
Flora,cabuya [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#cabuya,
Flora,Capa [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#capa,
Flora,carhuancho [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#carhuancho,
Flora,caxa [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#caxa,
Flora,chachacomas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#chachacomas,
Flora,chicha [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#chicha,
Flora,chilca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#chilca,
Flora,chilca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#chilca,
Flora,chilca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#chilca,
Flora,chochos [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chochos,
Flora,Coca [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#coca,
Flora,coca [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coca,
Flora,coca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#coca,
Flora,coca [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#coca,
Flora,coca' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#coca',
Flora,guabas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guabas,
Flora,guayabas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guayabas,
Flora,guaylla [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#guaylla,
Flora,magno [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#magno,
Flora,magüey/magüeyes [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#magüey/magüeyes,
Flora,Maiz [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#maiz,
Flora,maiz [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#maiz,
Flora,maiz [Hernando Pizarro] ,https://glosascroniquenses.github.io/Glosario/autores/cronista12/#maiz,
Flora,maiz [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#maiz,
Flora,maiz [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#maiz,
Flora,maiz' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#maiz',
Flora,maiz'' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#maiz'',
Flora,maíz [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#maíz,
Flora,malco' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#malco',
Flora,mamaçara [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mamaçara,
Flora,mamapapa [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mamapapa,
Flora,mani [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#mani,
Flora,maxuas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#maxuas,
Flora,molle/molles [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#molle/molles,
Flora,molle/molles [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#molle/molles,
Flora,molle/molles' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#molle/molles',
Flora,molle/molles'' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#molle/molles'',
Flora,Ocas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ocas,
Flora,ocas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#ocas,
Flora,ocas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#ocas,
Flora,paguau [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#paguau,
Flora,palco' [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#palco',
Flora,papa [Cristóbal de Albornoz] ,https://glosascroniquenses.github.io/Glosario/autores/cronista01/#papa,
Flora,Papas [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#papas,
Flora,papas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista24/#papas,
Flora,papas [Luis de Monzón] ,https://glosascroniquenses.github.io/Glosario/autores/cronista27/#papas,
Flora,papas  [Andrés de Vega] ,https://glosascroniquenses.github.io/Glosario/autores/cronista26/#papas ,
